,Timeline,Covid-19 impact,Country
2890,2/25/20,2,US
2891,2/26/20,2,US
2892,2/27/20,2,US
2893,2/28/20,2,US
2894,2/29/20,2,US
2895,3/1/20,2,US
2896,3/2/20,2,US
2897,3/3/20,2,US
2898,1/22/20,0,Belgium
2899,1/23/20,0,Belgium
2900,1/24/20,0,Belgium
2901,1/25/20,0,Belgium
2902,1/26/20,0,Belgium
2903,1/27/20,0,Belgium
2904,1/28/20,0,Belgium
2905,1/29/20,0,Belgium
2906,1/30/20,0,Belgium
2907,1/31/20,0,Belgium
2908,2/1/20,0,Belgium
2909,2/2/20,0,Belgium
2910,2/3/20,0,Belgium
2911,2/4/20,1,Belgium
2912,2/5/20,1,Belgium
2913,2/6/20,1,Belgium
2914,2/7/20,1,Belgium
2915,2/8/20,1,Belgium
2916,2/9/20,1,Belgium
2917,2/10/20,1,Belgium
2918,2/11/20,1,Belgium
2919,2/12/20,1,Belgium
2920,2/13/20,1,Belgium
2921,2/14/20,1,Belgium
2922,2/15/20,1,Belgium
2923,2/16/20,1,Belgium
2924,2/17/20,1,Belgium
2925,2/18/20,1,Belgium
2926,2/19/20,1,Belgium
2927,2/20/20,1,Belgium
2928,2/21/20,1,Belgium
2929,2/22/20,1,Belgium
2930,2/23/20,1,Belgium
2931,2/24/20,1,Belgium
2932,2/25/20,1,Belgium
2933,2/26/20,1,Belgium
2934,2/27/20,1,Belgium
2935,2/28/20,1,Belgium
2936,2/29/20,1,Belgium
2937,3/1/20,2,Belgium
2938,3/2/20,8,Belgium
2939,3/3/20,13,Belgium
2940,1/22/20,0,US
2941,1/23/20,0,US
2942,1/24/20,0,US
2943,1/25/20,0,US
2944,1/26/20,0,US
2945,1/27/20,0,US
2946,1/28/20,0,US
2947,1/29/20,0,US
2948,1/30/20,0,US
2949,1/31/20,0,US
2950,2/1/20,0,US
2951,2/2/20,0,US
2952,2/3/20,0,US
2953,2/4/20,0,US
2954,2/5/20,1,US
2955,2/6/20,1,US
2956,2/7/20,1,US
2957,2/8/20,1,US
2958,2/9/20,1,US
2959,2/10/20,1,US
2960,2/11/20,1,US
2961,2/12/20,1,US
2962,2/13/20,1,US
2963,2/14/20,1,US
2964,2/15/20,1,US
2965,2/16/20,1,US
2966,2/17/20,1,US
2967,2/18/20,1,US
2968,2/19/20,1,US
2969,2/20/20,1,US
2970,2/21/20,1,US
2971,2/22/20,1,US
2972,2/23/20,1,US
2973,2/24/20,1,US
2974,2/25/20,1,US
2975,2/26/20,1,US
2976,2/27/20,1,US
2977,2/28/20,1,US
2978,2/29/20,1,US
2979,3/1/20,1,US
2980,3/2/20,1,US
2981,3/3/20,1,US
2982,1/22/20,0,Others
2983,1/23/20,0,Others
2984,1/24/20,0,Others
2985,1/25/20,0,Others
2986,1/26/20,0,Others
2987,1/27/20,0,Others
2988,1/28/20,0,Others
2989,1/29/20,0,Others
2990,1/30/20,0,Others
2991,1/31/20,0,Others
2992,2/1/20,0,Others
2993,2/2/20,0,Others
2994,2/3/20,0,Others
2995,2/4/20,0,Others
2996,2/5/20,0,Others
2997,2/6/20,0,Others
2998,2/7/20,61,Others
2999,2/8/20,61,Others
3000,2/9/20,64,Others
3001,2/10/20,135,Others
3002,2/11/20,135,Others
3003,2/12/20,175,Others
3004,2/13/20,175,Others
3005,2/14/20,218,Others
3006,2/15/20,285,Others
3007,2/16/20,355,Others
3008,2/17/20,454,Others
3009,2/18/20,542,Others
3010,2/19/20,621,Others
3011,2/20/20,634,Others
3012,2/21/20,634,Others
3013,2/22/20,634,Others
3014,2/23/20,691,Others
3015,2/24/20,691,Others
3016,2/25/20,691,Others
3017,2/26/20,705,Others
3018,2/27/20,705,Others
3019,2/28/20,705,Others
3020,2/29/20,705,Others
3021,3/1/20,705,Others
3022,3/2/20,705,Others
3023,3/3/20,706,Others
3024,1/22/20,0,US
3025,1/23/20,0,US
3026,1/24/20,0,US
3027,1/25/20,0,US
3028,1/26/20,0,US
3029,1/27/20,0,US
3030,1/28/20,0,US
3031,1/29/20,0,US
3032,1/30/20,0,US
3033,1/31/20,0,US
3034,2/1/20,0,US
3035,2/2/20,0,US
3036,2/3/20,0,US
3037,2/4/20,0,US
3038,2/5/20,0,US
3039,2/6/20,0,US
3040,2/7/20,0,US
3041,2/8/20,0,US
3042,2/9/20,0,US
3043,2/10/20,0,US
3044,2/11/20,1,US
3045,2/12/20,1,US
3046,2/13/20,2,US
3047,2/14/20,2,US
3048,2/15/20,2,US
3049,2/16/20,2,US
3050,2/17/20,2,US
3051,2/18/20,2,US
3052,2/19/20,2,US
3053,2/20/20,2,US
3054,2/21/20,2,US
3055,2/22/20,2,US
3056,2/23/20,2,US
3057,2/24/20,2,US
3058,2/25/20,2,US
3059,2/26/20,2,US
3060,2/27/20,2,US
3061,2/28/20,2,US
3062,2/29/20,2,US
3063,3/1/20,2,US
3064,3/2/20,2,US
3065,3/3/20,2,US
3066,1/22/20,0,US
3067,1/23/20,0,US
3068,1/24/20,0,US
3069,1/25/20,0,US
3070,1/26/20,0,US
3071,1/27/20,0,US
3072,1/28/20,0,US
3073,1/29/20,0,US
3074,1/30/20,0,US
3075,1/31/20,0,US
3076,2/1/20,0,US
3077,2/2/20,0,US
3078,2/3/20,0,US
3079,2/4/20,0,US
3080,2/5/20,0,US
3081,2/6/20,0,US
3082,2/7/20,0,US
3083,2/8/20,0,US
3084,2/9/20,0,US
3085,2/10/20,0,US
3086,2/11/20,0,US
3087,2/12/20,0,US
3088,2/13/20,1,US
3089,2/14/20,1,US
3090,2/15/20,1,US
3091,2/16/20,1,US
3092,2/17/20,1,US
3093,2/18/20,1,US
3094,2/19/20,1,US
3095,2/20/20,1,US
3096,2/21/20,1,US
3097,2/22/20,1,US
3098,2/23/20,1,US
3099,2/24/20,1,US
3100,2/25/20,1,US
3101,2/26/20,1,US
3102,2/27/20,1,US
3103,2/28/20,1,US
3104,2/29/20,1,US
3105,3/1/20,1,US
3106,3/2/20,1,US
3107,3/3/20,1,US
3108,1/22/20,0,Egypt
3109,1/23/20,0,Egypt
3110,1/24/20,0,Egypt
3111,1/25/20,0,Egypt
3112,1/26/20,0,Egypt
3113,1/27/20,0,Egypt
3114,1/28/20,0,Egypt
3115,1/29/20,0,Egypt
3116,1/30/20,0,Egypt
3117,1/31/20,0,Egypt
3118,2/1/20,0,Egypt
3119,2/2/20,0,Egypt
3120,2/3/20,0,Egypt
3121,2/4/20,0,Egypt
3122,2/5/20,0,Egypt
3123,2/6/20,0,Egypt
3124,2/7/20,0,Egypt
3125,2/8/20,0,Egypt
3126,2/9/20,0,Egypt
3127,2/10/20,0,Egypt
3128,2/11/20,0,Egypt
3129,2/12/20,0,Egypt
3130,2/13/20,0,Egypt
3131,2/14/20,1,Egypt
3132,2/15/20,1,Egypt
3133,2/16/20,1,Egypt
3134,2/17/20,1,Egypt
3135,2/18/20,1,Egypt
3136,2/19/20,1,Egypt
3137,2/20/20,1,Egypt
3138,2/21/20,1,Egypt
3139,2/22/20,1,Egypt
3140,2/23/20,1,Egypt
3141,2/24/20,1,Egypt
3142,2/25/20,1,Egypt
3143,2/26/20,1,Egypt
3144,2/27/20,1,Egypt
3145,2/28/20,1,Egypt
3146,2/29/20,1,Egypt
3147,3/1/20,2,Egypt
3148,3/2/20,2,Egypt
3149,3/3/20,2,Egypt
3150,1/22/20,0,Iran
3151,1/23/20,0,Iran
3152,1/24/20,0,Iran
3153,1/25/20,0,Iran
3154,1/26/20,0,Iran
3155,1/27/20,0,Iran
3156,1/28/20,0,Iran
3157,1/29/20,0,Iran
3158,1/30/20,0,Iran
3159,1/31/20,0,Iran
3160,2/1/20,0,Iran
3161,2/2/20,0,Iran
3162,2/3/20,0,Iran
3163,2/4/20,0,Iran
3164,2/5/20,0,Iran
3165,2/6/20,0,Iran
3166,2/7/20,0,Iran
3167,2/8/20,0,Iran
3168,2/9/20,0,Iran
3169,2/10/20,0,Iran
3170,2/11/20,0,Iran
3171,2/12/20,0,Iran
3172,2/13/20,0,Iran
3173,2/14/20,0,Iran
3174,2/15/20,0,Iran
3175,2/16/20,0,Iran
3176,2/17/20,0,Iran
3177,2/18/20,0,Iran
3178,2/19/20,2,Iran
3179,2/20/20,5,Iran
3180,2/21/20,18,Iran
3181,2/22/20,28,Iran
3182,2/23/20,43,Iran
3183,2/24/20,61,Iran
3184,2/25/20,95,Iran
3185,2/26/20,139,Iran
3186,2/27/20,245,Iran
3187,2/28/20,388,Iran
3188,2/29/20,593,Iran
3189,3/1/20,978,Iran
3190,3/2/20,1501,Iran
3191,3/3/20,2336,Iran
3192,1/22/20,0,US
3193,1/23/20,0,US
3194,1/24/20,0,US
3195,1/25/20,0,US
3196,1/26/20,0,US
3197,1/27/20,0,US
3198,1/28/20,0,US
3199,1/29/20,0,US
3200,1/30/20,0,US
3201,1/31/20,0,US
3202,2/1/20,0,US
3203,2/2/20,0,US
3204,2/3/20,0,US
3205,2/4/20,0,US
3206,2/5/20,0,US
3207,2/6/20,0,US
3208,2/7/20,0,US
3209,2/8/20,0,US
3210,2/9/20,0,US
3211,2/10/20,0,US
3212,2/11/20,0,US
3213,2/12/20,0,US
3214,2/13/20,0,US
3215,2/14/20,0,US
3216,2/15/20,0,US
3217,2/16/20,0,US
3218,2/17/20,0,US
3219,2/18/20,0,US
3220,2/19/20,0,US
3221,2/20/20,0,US
3222,2/21/20,11,US
3223,2/22/20,11,US
3224,2/23/20,11,US
3225,2/24/20,0,US
3226,2/25/20,0,US
3227,2/26/20,0,US
3228,2/27/20,0,US
3229,2/28/20,0,US
3230,2/29/20,0,US
3231,3/1/20,0,US
3232,3/2/20,0,US
3233,3/3/20,0,US
3234,1/22/20,0,US
3235,1/23/20,0,US
3236,1/24/20,0,US
3237,1/25/20,0,US
3238,1/26/20,0,US
3239,1/27/20,0,US
3240,1/28/20,0,US
3241,1/29/20,0,US
3242,1/30/20,0,US
3243,1/31/20,0,US
3244,2/1/20,0,US
3245,2/2/20,0,US
3246,2/3/20,0,US
3247,2/4/20,0,US
3248,2/5/20,0,US
3249,2/6/20,0,US
3250,2/7/20,0,US
3251,2/8/20,0,US
3252,2/9/20,0,US
3253,2/10/20,0,US
3254,2/11/20,0,US
3255,2/12/20,0,US
3256,2/13/20,0,US
3257,2/14/20,0,US
3258,2/15/20,0,US
3259,2/16/20,0,US
3260,2/17/20,0,US
3261,2/18/20,0,US
3262,2/19/20,0,US
3263,2/20/20,0,US
3264,2/21/20,5,US
3265,2/22/20,5,US
3266,2/23/20,5,US
3267,2/24/20,0,US
3268,2/25/20,0,US
3269,2/26/20,0,US
3270,2/27/20,0,US
3271,2/28/20,0,US
3272,2/29/20,0,US
3273,3/1/20,0,US
3274,3/2/20,0,US
3275,3/3/20,0,US
3276,1/22/20,0,Australia
3277,1/23/20,0,Australia
3278,1/24/20,0,Australia
3279,1/25/20,0,Australia
3280,1/26/20,0,Australia
3281,1/27/20,0,Australia
3282,1/28/20,0,Australia
3283,1/29/20,0,Australia
3284,1/30/20,0,Australia
3285,1/31/20,0,Australia
3286,2/1/20,0,Australia
3287,2/2/20,0,Australia
3288,2/3/20,0,Australia
3289,2/4/20,0,Australia
3290,2/5/20,0,Australia
3291,2/6/20,0,Australia
3292,2/7/20,0,Australia
3293,2/8/20,0,Australia
3294,2/9/20,0,Australia
3295,2/10/20,0,Australia
3296,2/11/20,0,Australia
3297,2/12/20,0,Australia
3298,2/13/20,0,Australia
3299,2/14/20,0,Australia
3300,2/15/20,0,Australia
3301,2/16/20,0,Australia
3302,2/17/20,0,Australia
3303,2/18/20,0,Australia
3304,2/19/20,0,Australia
3305,2/20/20,0,Australia
3306,2/21/20,4,Australia
3307,2/22/20,7,Australia
3308,2/23/20,7,Australia
3309,2/24/20,7,Australia
3310,2/25/20,7,Australia
3311,2/26/20,7,Australia
3312,2/27/20,8,Australia
3313,2/28/20,8,Australia
3314,2/29/20,0,Australia
3315,3/1/20,0,Australia
3316,3/2/20,0,Australia
3317,3/3/20,0,Australia
3318,1/22/20,0,US
3319,1/23/20,0,US
3320,1/24/20,0,US
3321,1/25/20,0,US
3322,1/26/20,0,US
3323,1/27/20,0,US
3324,1/28/20,0,US
3325,1/29/20,0,US
3326,1/30/20,0,US
3327,1/31/20,0,US
3328,2/1/20,0,US
3329,2/2/20,0,US
3330,2/3/20,0,US
3331,2/4/20,0,US
3332,2/5/20,0,US
3333,2/6/20,0,US
3334,2/7/20,0,US
3335,2/8/20,0,US
3336,2/9/20,0,US
3337,2/10/20,0,US
3338,2/11/20,0,US
3339,2/12/20,0,US
3340,2/13/20,0,US
3341,2/14/20,0,US
3342,2/15/20,0,US
3343,2/16/20,0,US
3344,2/17/20,0,US
3345,2/18/20,0,US
3346,2/19/20,0,US
3347,2/20/20,0,US
3348,2/21/20,2,US
3349,2/22/20,2,US
3350,2/23/20,2,US
3351,2/24/20,0,US
3352,2/25/20,0,US
3353,2/26/20,0,US
3354,2/27/20,0,US
3355,2/28/20,0,US
3356,2/29/20,0,US
3357,3/1/20,0,US
3358,3/2/20,0,US
3359,3/3/20,0,US
3360,1/22/20,0,Lebanon
3361,1/23/20,0,Lebanon
3362,1/24/20,0,Lebanon
3363,1/25/20,0,Lebanon
3364,1/26/20,0,Lebanon
3365,1/27/20,0,Lebanon
3366,1/28/20,0,Lebanon
3367,1/29/20,0,Lebanon
3368,1/30/20,0,Lebanon
3369,1/31/20,0,Lebanon
3370,2/1/20,0,Lebanon
3371,2/2/20,0,Lebanon
3372,2/3/20,0,Lebanon
3373,2/4/20,0,Lebanon
3374,2/5/20,0,Lebanon
3375,2/6/20,0,Lebanon
3376,2/7/20,0,Lebanon
3377,2/8/20,0,Lebanon
3378,2/9/20,0,Lebanon
3379,2/10/20,0,Lebanon
3380,2/11/20,0,Lebanon
3381,2/12/20,0,Lebanon
3382,2/13/20,0,Lebanon
3383,2/14/20,0,Lebanon
3384,2/15/20,0,Lebanon
3385,2/16/20,0,Lebanon
3386,2/17/20,0,Lebanon
3387,2/18/20,0,Lebanon
3388,2/19/20,0,Lebanon
3389,2/20/20,0,Lebanon
3390,2/21/20,1,Lebanon
3391,2/22/20,1,Lebanon
3392,2/23/20,1,Lebanon
3393,2/24/20,1,Lebanon
3394,2/25/20,1,Lebanon
3395,2/26/20,2,Lebanon
3396,2/27/20,2,Lebanon
3397,2/28/20,2,Lebanon
3398,2/29/20,4,Lebanon
3399,3/1/20,10,Lebanon
3400,3/2/20,13,Lebanon
3401,3/3/20,13,Lebanon
3402,1/22/20,0,US
3403,1/23/20,0,US
3404,1/24/20,0,US
3405,1/25/20,0,US
3406,1/26/20,0,US
3407,1/27/20,0,US
3408,1/28/20,0,US
3409,1/29/20,0,US
3410,1/30/20,0,US
3411,1/31/20,0,US
3412,2/1/20,0,US
3413,2/2/20,0,US
3414,2/3/20,0,US
3415,2/4/20,0,US
3416,2/5/20,0,US
3417,2/6/20,0,US
3418,2/7/20,0,US
3419,2/8/20,0,US
3420,2/9/20,0,US
3421,2/10/20,0,US
3422,2/11/20,0,US
3423,2/12/20,0,US
3424,2/13/20,0,US
3425,2/14/20,0,US
3426,2/15/20,0,US
3427,2/16/20,0,US
3428,2/17/20,0,US
3429,2/18/20,0,US
3430,2/19/20,0,US
3431,2/20/20,0,US
3432,2/21/20,1,US
3433,2/22/20,1,US
3434,2/23/20,1,US
3435,2/24/20,1,US
3436,2/25/20,1,US
3437,2/26/20,1,US
3438,2/27/20,1,US
3439,2/28/20,1,US
3440,2/29/20,1,US
3441,3/1/20,1,US
3442,3/2/20,1,US
3443,3/3/20,1,US
3444,1/22/20,0,US
3445,1/23/20,0,US
3446,1/24/20,0,US
3447,1/25/20,0,US
3448,1/26/20,0,US
3449,1/27/20,0,US
3450,1/28/20,0,US
3451,1/29/20,0,US
3452,1/30/20,0,US
3453,1/31/20,0,US
3454,2/1/20,0,US
3455,2/2/20,0,US
3456,2/3/20,0,US
3457,2/4/20,0,US
3458,2/5/20,0,US
3459,2/6/20,0,US
3460,2/7/20,0,US
3461,2/8/20,0,US
3462,2/9/20,0,US
3463,2/10/20,0,US
3464,2/11/20,0,US
3465,2/12/20,0,US
3466,2/13/20,0,US
3467,2/14/20,0,US
3468,2/15/20,0,US
3469,2/16/20,0,US
3470,2/17/20,0,US
3471,2/18/20,0,US
3472,2/19/20,0,US
3473,2/20/20,0,US
3474,2/21/20,1,US
3475,2/22/20,1,US
3476,2/23/20,1,US
3477,2/24/20,1,US
3478,2/25/20,1,US
3479,2/26/20,1,US
3480,2/27/20,2,US
3481,2/28/20,2,US
3482,2/29/20,2,US
3483,3/1/20,2,US
3484,3/2/20,2,US
3485,3/3/20,2,US
3486,1/22/20,0,Iraq
3487,1/23/20,0,Iraq
3488,1/24/20,0,Iraq
3489,1/25/20,0,Iraq
3490,1/26/20,0,Iraq
3491,1/27/20,0,Iraq
3492,1/28/20,0,Iraq
3493,1/29/20,0,Iraq
3494,1/30/20,0,Iraq
3495,1/31/20,0,Iraq
3496,2/1/20,0,Iraq
3497,2/2/20,0,Iraq
3498,2/3/20,0,Iraq
3499,2/4/20,0,Iraq
3500,2/5/20,0,Iraq
3501,2/6/20,0,Iraq
3502,2/7/20,0,Iraq
3503,2/8/20,0,Iraq
3504,2/9/20,0,Iraq
3505,2/10/20,0,Iraq
3506,2/11/20,0,Iraq
3507,2/12/20,0,Iraq
3508,2/13/20,0,Iraq
3509,2/14/20,0,Iraq
3510,2/15/20,0,Iraq
3511,2/16/20,0,Iraq
3512,2/17/20,0,Iraq
3513,2/18/20,0,Iraq
3514,2/19/20,0,Iraq
3515,2/20/20,0,Iraq
3516,2/21/20,0,Iraq
3517,2/22/20,0,Iraq
3518,2/23/20,0,Iraq
3519,2/24/20,1,Iraq
3520,2/25/20,1,Iraq
3521,2/26/20,5,Iraq
3522,2/27/20,7,Iraq
3523,2/28/20,7,Iraq
3524,2/29/20,13,Iraq
3525,3/1/20,19,Iraq
3526,3/2/20,26,Iraq
3527,3/3/20,32,Iraq
3528,1/22/20,0,US
3529,1/23/20,0,US
3530,1/24/20,0,US
3531,1/25/20,0,US
3532,1/26/20,0,US
3533,1/27/20,0,US
3534,1/28/20,0,US
3535,1/29/20,0,US
3536,1/30/20,0,US
3537,1/31/20,0,US
3538,2/1/20,0,US
3539,2/2/20,0,US
3540,2/3/20,0,US
3541,2/4/20,0,US
3542,2/5/20,0,US
3543,2/6/20,0,US
3544,2/7/20,0,US
3545,2/8/20,0,US
3546,2/9/20,0,US
3547,2/10/20,0,US
3548,2/11/20,0,US
3549,2/12/20,0,US
3550,2/13/20,0,US
3551,2/14/20,0,US
3552,2/15/20,0,US
3553,2/16/20,0,US
3554,2/17/20,0,US
3555,2/18/20,0,US
3556,2/19/20,0,US
3557,2/20/20,0,US
3558,2/21/20,0,US
3559,2/22/20,0,US
3560,2/23/20,0,US
3561,2/24/20,36,US
3562,2/25/20,36,US
3563,2/26/20,42,US
3564,2/27/20,42,US
3565,2/28/20,44,US
3566,2/29/20,44,US
3567,3/1/20,44,US
3568,3/2/20,45,US
3569,3/3/20,45,US
3570,1/22/20,0,Oman
3571,1/23/20,0,Oman
3572,1/24/20,0,Oman
3573,1/25/20,0,Oman
3574,1/26/20,0,Oman
3575,1/27/20,0,Oman
3576,1/28/20,0,Oman
3577,1/29/20,0,Oman
3578,1/30/20,0,Oman
3579,1/31/20,0,Oman
3580,2/1/20,0,Oman
3581,2/2/20,0,Oman
3582,2/3/20,0,Oman
3583,2/4/20,0,Oman
3584,2/5/20,0,Oman
3585,2/6/20,0,Oman
3586,2/7/20,0,Oman
3587,2/8/20,0,Oman
3588,2/9/20,0,Oman
3589,2/10/20,0,Oman
3590,2/11/20,0,Oman
3591,2/12/20,0,Oman
3592,2/13/20,0,Oman
3593,2/14/20,0,Oman
3594,2/15/20,0,Oman
3595,2/16/20,0,Oman
3596,2/17/20,0,Oman
3597,2/18/20,0,Oman
3598,2/19/20,0,Oman
3599,2/20/20,0,Oman
3600,2/21/20,0,Oman
3601,2/22/20,0,Oman
3602,2/23/20,0,Oman
3603,2/24/20,2,Oman
3604,2/25/20,2,Oman
3605,2/26/20,4,Oman
3606,2/27/20,4,Oman
3607,2/28/20,4,Oman
3608,2/29/20,6,Oman
3609,3/1/20,6,Oman
3610,3/2/20,6,Oman
3611,3/3/20,12,Oman
3612,1/22/20,0,Afghanistan
3613,1/23/20,0,Afghanistan
3614,1/24/20,0,Afghanistan
3615,1/25/20,0,Afghanistan
3616,1/26/20,0,Afghanistan
3617,1/27/20,0,Afghanistan
3618,1/28/20,0,Afghanistan
3619,1/29/20,0,Afghanistan
3620,1/30/20,0,Afghanistan
3621,1/31/20,0,Afghanistan
3622,2/1/20,0,Afghanistan
3623,2/2/20,0,Afghanistan
3624,2/3/20,0,Afghanistan
3625,2/4/20,0,Afghanistan
3626,2/5/20,0,Afghanistan
3627,2/6/20,0,Afghanistan
3628,2/7/20,0,Afghanistan
3629,2/8/20,0,Afghanistan
3630,2/9/20,0,Afghanistan
3631,2/10/20,0,Afghanistan
3632,2/11/20,0,Afghanistan
3633,2/12/20,0,Afghanistan
3634,2/13/20,0,Afghanistan
3635,2/14/20,0,Afghanistan
3636,2/15/20,0,Afghanistan
3637,2/16/20,0,Afghanistan
3638,2/17/20,0,Afghanistan
3639,2/18/20,0,Afghanistan
3640,2/19/20,0,Afghanistan
3641,2/20/20,0,Afghanistan
3642,2/21/20,0,Afghanistan
3643,2/22/20,0,Afghanistan
3644,2/23/20,0,Afghanistan
3645,2/24/20,1,Afghanistan
3646,2/25/20,1,Afghanistan
3647,2/26/20,1,Afghanistan
3648,2/27/20,1,Afghanistan
3649,2/28/20,1,Afghanistan
3650,2/29/20,1,Afghanistan
3651,3/1/20,1,Afghanistan
3652,3/2/20,1,Afghanistan
3653,3/3/20,1,Afghanistan
3654,1/22/20,0,Bahrain
3655,1/23/20,0,Bahrain
3656,1/24/20,0,Bahrain
3657,1/25/20,0,Bahrain
3658,1/26/20,0,Bahrain
3659,1/27/20,0,Bahrain
3660,1/28/20,0,Bahrain
3661,1/29/20,0,Bahrain
3662,1/30/20,0,Bahrain
3663,1/31/20,0,Bahrain
3664,2/1/20,0,Bahrain
3665,2/2/20,0,Bahrain
3666,2/3/20,0,Bahrain
3667,2/4/20,0,Bahrain
3668,2/5/20,0,Bahrain
3669,2/6/20,0,Bahrain
3670,2/7/20,0,Bahrain
3671,2/8/20,0,Bahrain
3672,2/9/20,0,Bahrain
3673,2/10/20,0,Bahrain
3674,2/11/20,0,Bahrain
3675,2/12/20,0,Bahrain
3676,2/13/20,0,Bahrain
3677,2/14/20,0,Bahrain
3678,2/15/20,0,Bahrain
3679,2/16/20,0,Bahrain
3680,2/17/20,0,Bahrain
3681,2/18/20,0,Bahrain
3682,2/19/20,0,Bahrain
3683,2/20/20,0,Bahrain
3684,2/21/20,0,Bahrain
3685,2/22/20,0,Bahrain
3686,2/23/20,0,Bahrain
3687,2/24/20,1,Bahrain
3688,2/25/20,23,Bahrain
3689,2/26/20,33,Bahrain
3690,2/27/20,33,Bahrain
3691,2/28/20,36,Bahrain
3692,2/29/20,41,Bahrain
3693,3/1/20,47,Bahrain
3694,3/2/20,49,Bahrain
3695,3/3/20,49,Bahrain
3696,1/22/20,0,Kuwait
3697,1/23/20,0,Kuwait
3698,1/24/20,0,Kuwait
3699,1/25/20,0,Kuwait
3700,1/26/20,0,Kuwait
3701,1/27/20,0,Kuwait
3702,1/28/20,0,Kuwait
3703,1/29/20,0,Kuwait
3704,1/30/20,0,Kuwait
3705,1/31/20,0,Kuwait
3706,2/1/20,0,Kuwait
3707,2/2/20,0,Kuwait
3708,2/3/20,0,Kuwait
3709,2/4/20,0,Kuwait
3710,2/5/20,0,Kuwait
3711,2/6/20,0,Kuwait
3712,2/7/20,0,Kuwait
3713,2/8/20,0,Kuwait
3714,2/9/20,0,Kuwait
3715,2/10/20,0,Kuwait
3716,2/11/20,0,Kuwait
3717,2/12/20,0,Kuwait
3718,2/13/20,0,Kuwait
3719,2/14/20,0,Kuwait
3720,2/15/20,0,Kuwait
3721,2/16/20,0,Kuwait
3722,2/17/20,0,Kuwait
3723,2/18/20,0,Kuwait
3724,2/19/20,0,Kuwait
3725,2/20/20,0,Kuwait
3726,2/21/20,0,Kuwait
3727,2/22/20,0,Kuwait
3728,2/23/20,0,Kuwait
3729,2/24/20,1,Kuwait
3730,2/25/20,11,Kuwait
3731,2/26/20,26,Kuwait
3732,2/27/20,43,Kuwait
3733,2/28/20,45,Kuwait
3734,2/29/20,45,Kuwait
3735,3/1/20,45,Kuwait
3736,3/2/20,56,Kuwait
3737,3/3/20,56,Kuwait
3738,1/22/20,0,Algeria
3739,1/23/20,0,Algeria
3740,1/24/20,0,Algeria
3741,1/25/20,0,Algeria
3742,1/26/20,0,Algeria
3743,1/27/20,0,Algeria
3744,1/28/20,0,Algeria
3745,1/29/20,0,Algeria
3746,1/30/20,0,Algeria
3747,1/31/20,0,Algeria
3748,2/1/20,0,Algeria
3749,2/2/20,0,Algeria
3750,2/3/20,0,Algeria
3751,2/4/20,0,Algeria
3752,2/5/20,0,Algeria
3753,2/6/20,0,Algeria
3754,2/7/20,0,Algeria
3755,2/8/20,0,Algeria
3756,2/9/20,0,Algeria
3757,2/10/20,0,Algeria
3758,2/11/20,0,Algeria
3759,2/12/20,0,Algeria
3760,2/13/20,0,Algeria
3761,2/14/20,0,Algeria
3762,2/15/20,0,Algeria
3763,2/16/20,0,Algeria
3764,2/17/20,0,Algeria
3765,2/18/20,0,Algeria
3766,2/19/20,0,Algeria
3767,2/20/20,0,Algeria
3768,2/21/20,0,Algeria
3769,2/22/20,0,Algeria
3770,2/23/20,0,Algeria
3771,2/24/20,0,Algeria
3772,2/25/20,1,Algeria
3773,2/26/20,1,Algeria
3774,2/27/20,1,Algeria
3775,2/28/20,1,Algeria
3776,2/29/20,1,Algeria
3777,3/1/20,1,Algeria
3778,3/2/20,3,Algeria
3779,3/3/20,5,Algeria
3780,1/22/20,0,Croatia
3781,1/23/20,0,Croatia
3782,1/24/20,0,Croatia
3783,1/25/20,0,Croatia
3784,1/26/20,0,Croatia
3785,1/27/20,0,Croatia
3786,1/28/20,0,Croatia
3787,1/29/20,0,Croatia
3788,1/30/20,0,Croatia
3789,1/31/20,0,Croatia
3790,2/1/20,0,Croatia
3791,2/2/20,0,Croatia
3792,2/3/20,0,Croatia
3793,2/4/20,0,Croatia
3794,2/5/20,0,Croatia
3795,2/6/20,0,Croatia
3796,2/7/20,0,Croatia
3797,2/8/20,0,Croatia
3798,2/9/20,0,Croatia
3799,2/10/20,0,Croatia
3800,2/11/20,0,Croatia
3801,2/12/20,0,Croatia
3802,2/13/20,0,Croatia
3803,2/14/20,0,Croatia
3804,2/15/20,0,Croatia
3805,2/16/20,0,Croatia
3806,2/17/20,0,Croatia
3807,2/18/20,0,Croatia
3808,2/19/20,0,Croatia
3809,2/20/20,0,Croatia
3810,2/21/20,0,Croatia
3811,2/22/20,0,Croatia
3812,2/23/20,0,Croatia
3813,2/24/20,0,Croatia
3814,2/25/20,1,Croatia
3815,2/26/20,3,Croatia
3816,2/27/20,3,Croatia
3817,2/28/20,5,Croatia
3818,2/29/20,6,Croatia
3819,3/1/20,7,Croatia
3820,3/2/20,7,Croatia
3821,3/3/20,9,Croatia
3822,1/22/20,0,Switzerland
3823,1/23/20,0,Switzerland
3824,1/24/20,0,Switzerland
3825,1/25/20,0,Switzerland
3826,1/26/20,0,Switzerland
3827,1/27/20,0,Switzerland
3828,1/28/20,0,Switzerland
3829,1/29/20,0,Switzerland
3830,1/30/20,0,Switzerland
3831,1/31/20,0,Switzerland
3832,2/1/20,0,Switzerland
3833,2/2/20,0,Switzerland
3834,2/3/20,0,Switzerland
